,Phrase,Sentiment
246,"['enjoyable', 'expected', 'though', 'laugh', 'come', 'fairly', 'basic', 'comedic', 'construct']",3
247,"['black', 'white', 'unrealistic']",0
248,"['film', 'predictable', 'reassuring', 'manner', 'beautifully', 'sung', 'holiday', 'carol']",3
249,"['camouflage', 'carvey', 'considering', 'paper', 'bag', 'wear', 'head', 'go', 'public', 'avoid', 'recognized', 'man', 'bilked', 'unsuspecting', 'moviegoer']",0
250,"['scare', 'mood', 'ominous', 'pervasive', 'unknown', 'threat', 'lurks', 'proceeding', 'add', 'almost', 'constant', 'mindset', 'suspense']",3
251,"['computer', 'animation', 'handsome', 'various', 'amusing', 'sidekick', 'add', 'much', 'needed', 'levity', 'otherwise', 'bleak', 'tale', 'overall', 'film', 'never', 'rise', 'mediocrity']",1
252,"['offer', 'flash', 'rock', 'video', 'fused', 'solid', 'performance', 'eerie', 'atmosphere']",4
253,"['breezy', 'blend', 'art', 'history', 'esoteric', 'musing', 'philosophy']",3
254,"['former', 'gong', 'show', 'addict', 'admit', 'complaint', 'get', 'creation', 'famous', 'moment', 'show']",3
255,"['genuinely', 'unnerving']",3
256,"['increasingly', 'diverse', 'french', 'director', 'created', 'film', 'one', 'honestly', 'describe', 'looking', 'sounding', 'simply', 'feeling', 'like', 'film', 'recent', 'history']",4
257,"['one', 'joyous', 'film', 'leap', 'national', 'boundary', 'celebrates', 'universal', 'human', 'nature']",3
258,"['difficult', 'worthy', 'film', 'bite', 'chew', 'linking', 'massacre', 'armenian', 'difficult', 'relationship', 'present']",2
259,"['halfway', 'movie', 'humor', 'dwindles']",1
260,"['witty', 'often', 'surprising', 'dark', 'little', 'morality', 'tale', 'disguised', 'romantic', 'comedy']",4
261,"['one', 'sens', 'world', 'traveler', 'earlier', 'film', 'freundlich', 'bear', 'grievous', 'obscure', 'complaint', 'father', 'circle', 'obsessively', 'without', 'making', 'contact']",1
262,"['fact', 'even', 'better']",3
263,"['preachy', 'parable', 'stylized', 'touch', 'john', 'woo', 'bullet', 'ballet']",2
264,"['prof', 'movie', 'formula', 'need', 'messing', 'like', 'big', 'bug', 'movie']",2
265,"['uplifting', 'largely', 'bogus', 'story']",2
266,"['thanks', 'confident', 'filmmaking', 'pair', 'fascinating', 'performance', 'way', 'destination', 'really', 'special', 'walk', 'wood']",4
267,"['superbly', 'photographed', 'staged', 'mendes', 'series', 'riveting', 'set', 'piece', 'like', 'mainstream', 'audience', 'rarely', 'seen']",4
268,"['mesmerizing', 'cinematic', 'poem', 'first', 'frame', 'last']",4
269,"['first', 'minute', 'worth', 'seeing']",3
270,"['become', 'apparent', 'franchise', 'best', 'year', 'long', 'past']",1
271,"['screenwriter', 'chris', 'ver', 'weil', 'directing', 'debut', 'good', 'natured', 'never', 'dull', 'virtue', 'small', 'easily', 'overshadowed', 'predictability']",2
272,"['much', 'storytelling', 'move', 'away', 'solondz', 'social', 'critique', 'casting', 'audience', 'intellectual', 'lector', 'contemplation', 'auteur', 'professional', 'injury']",1
273,"['ultimately', 'sarah', 'dedication', 'finding', 'husband', 'seems', 'psychotic', 'romantic', 'nothing', 'movie', 'make', 'convincing', 'case', 'one', 'woman', 'broken', 'heart', 'outweighs', 'loss', 'witness']",1
274,"['joke', 'flat', 'action', 'look', 'fake']",0
275,"['mildly', 'enjoyable', 'toothless', 'adaptation', 'much', 'better', 'book']",2
276,"['fester', 'dungpile', 'swear', 'watching', 'monkey', 'flinging', 'feces']",0
277,"['addition', 'overcooked', 'ham', 'fisted', 'direction', 'actor', 'reaching', 'back', 'row', 'dialogue', 'sound', 'like', 'horrible', 'poetry']",0
278,"['vile', 'incoherent', 'mess', 'scummy', 'ripoff', 'david', 'cronenberg', 'brilliant', 'videodrome']",0
279,"['first', 'movie', 'try', 'smart', 'kinda', 'dumb']",1
280,"['sent', 'copyof', 'film', 'review', 'dvd']",2
281,"['silly', 'humbuggery']",1
282,"['sharp', 'original', 'despite', 'visual', 'virtue', 'blade', 'ii', 'cut']",1
283,"['smart', 'arch', 'rather', 'cold', 'blooded', 'comedy']",3
284,"['rather', 'thinly', 'conceived', 'movie']",0
285,"['flame', 'like', 'roiling', 'black', 'white', 'inspires', 'trembling', 'gratitude']",3
286,"['robinson', 'web', 'suspense', 'match', 'page', 'turning', 'frenzy', 'clancy', 'creates']",4
287,"['slight', 'sweet', 'film']",3
288,"['got', 'david', 'lynch', 'jones']",2
289,"['earnest', 'tentative', 'even', 'aim', 'shock']",2
290,"['time', 'favor', 'could', 'given', 'audience', 'time', 'day', 'concentrating', 'element', 'revealing', 'alienation', 'among', 'culture', 'people', 'sadly', 'hostile', 'odds', 'one', 'another', 'recklessness', 'retaliation']",1
291,"['austin', 'power', 'goldmember', 'right', 'stuff', 'silly', 'summer', 'entertainment', 'enough', 'laugh', 'sustain', 'interest', 'end']",4
292,"['puzzle', 'lack', 'emphasis', 'music', 'britney', 'spear', 'first', 'movie']",2
293,"['filmmaker', 'might', 'want', 'look']",2
294,"['maintaining', 'appearance', 'clinical', 'objectivity', 'sad', 'occasionally', 'horrifying', 'often', 'inspiring', 'film', 'among', 'wiseman', 'warmest']",4
295,"['simply', 'doubt', 'film', 'asks', 'right', 'question', 'right', 'time', 'history', 'country']",4
296,"['dreary', 'movie']",0
297,"['sadly', 'though', 'many', 'actor', 'throw', 'spark', 'two', 'first', 'appear', 'ca', 'generate', 'enough', 'heat', 'cold', 'vacuum', 'comedy', 'start', 'reaction']",1
298,"['filmmaker', 'ivan', 'prince', 'fellow', 'come', 'across', 'shallow', 'glib', 'though', 'mean', 'spirited', 'indication', 'responsible', 'putting', 'together', 'movie', 'particular', 'value', 'merit']",1
299,"['using', 'stock', 'plot', 'boy', 'injects', 'enough', 'freshness', 'proceeding', 'provide', 'enjoyable', 'minute', 'movie', 'theater']",3
300,"['beating', 'austin', 'power', 'film', 'game', 'blaxploitation', 'spoof', 'downplays', 'raunch', 'favor', 'gag', 'rely', 'strength', 'cleverness', 'opposed', 'extent', 'outrageousness']",3
301,"['begin', 'conventional', 'thriller', 'evolves', 'gorgeously', 'atmospheric', 'meditation', 'life', 'changing', 'chance', 'encounter']",3
302,"['buy', 'popcorn']",2
303,"['late', 'night', 'cable', 'sexploitation', 'romp', 'masquerading', 'thriller', 'ruthless', 'social', 'order', 'governs', 'college', 'clique']",2
304,"['well', 'intentioned', 'effort', 'still', 'burdened', 'actor', 'offbeat', 'sensibility', 'earnest', 'emotional', 'core', 'emerge', 'degree', 'accessibility']",1
305,"['allen', 'making', 'piffle', 'long', 'hollywood', 'ending', 'may', 'way', 'saying', 'piffle', 'airhead', 'movie', 'business', 'deserves', 'right']",2
306,"['seeing', 'film', 'lack', 'momentum', 'position', 'remains', 'mostly', 'undeterminable', 'director', 'experiment', 'successful', 'one']",3
307,"['judith', 'zaza', 'extended', 'bedroom', 'sequence', 'intimate', 'sensual', 'funny', 'psychologically', 'self', 'revealing', 'make', 'pass', 'sex', 'movie', 'look', 'like', 'cheap', 'hysteric']",4
308,"['uneven', 'performance', 'spotty', 'script', 'add', 'biting', 'satire', 'teeth']",1
309,"['irritating', 'soul', 'searching', 'garbage']",0
310,"['solid', 'spooky', 'entertainment', 'worthy', 'price', 'ticket']",3
311,"['ultimately', 'clarity', 'matter', 'breaking', 'code', 'making', 'movie']",2
312,"['comparison', 'earlier', 'film', 'seems', 'disappointingly', 'thin', 'slice', 'lower', 'class', 'london', 'life', 'despite', 'title', 'amount', 'surprisingly', 'little']",0
313,"['prof', 'mainly', 'south', 'korean', 'filmmaker', 'make', 'undemanding', 'action', 'movie', 'alacrity', 'hollywood', 'counterpart']",2
314,"['except', 'much', 'much', 'better']",4
315,"['happy', 'heady', 'jumble', 'thought', 'storytelling', 'insane', 'comic', 'undertaking', 'ultimately', 'coheres', 'sane', 'breathtakingly', 'creative', 'film']",4
316,"['one', 'joke', 'putting', 'toilet', 'seat']",2
317,"['original', 'base', 'concept', 'help', 'get', 'caught']",4
318,"['appears', 'made', 'people', 'idea', 'narrative', 'logic', 'cohesion', 'entirely', 'foreign', 'concept']",0
319,"['ignore', 'cliche', 'concentrate', 'city', 'sea', 'interpersonal', 'drama', 'ai', 'half', 'bad']",2
320,"['dreadful', 'day', 'irish', 'history', 'given', 'passionate', 'somewhat', 'flawed', 'treatment']",3
321,['see'],4
322,"['nothing', 'episode', 'smackdown']",1
323,"['guilty', 'pleasure', 'best', 'worth', 'seeing', 'unless', 'want', 'laugh']",2
324,"['perhaps', 'better', 'celebration', 'unfairly', 'dismissed', 'hero', 'would', 'film', 'painfully', 'forced', 'false', 'fabricated']",1
325,"['relative', 'letdown']",0
326,"['hey', 'arnold']",2
327,"['though', 'scratch', 'surface', 'least', 'provides', 'strong', 'itch', 'explore']",3
328,"['band', 'performance', 'featured', 'drumline', 'red', 'hot', 'mere', 'story', 'point', 'view', 'film', 'ice', 'cold']",2
329,"['non', 'mystery', 'mystery']",1
330,"['leigh', 'one', 'rare', 'director', 'feel', 'acting', 'heart', 'soul', 'cinema']",4
331,"['cast', 'delivers', 'without', 'sham', 'raw', 'nerved', 'story']",3
332,"['monumental', 'achievement', 'practically', 'every', 'facet', 'inept', 'filmmaking', 'joyless', 'idiotic', 'annoying', 'heavy', 'handed', 'visually', 'atrocious', 'often', 'downright', 'creepy']",1
333,"['filmmaker', 'heart', 'right', 'place']",2
334,"['one', 'highly', 'praised', 'disappointment', 'misfortune', 'watch', 'quite', 'time']",0
335,"['rock', 'stand', 'magic', 'wane']",1
336,"['roman', 'polanski', 'directs', 'pianist', 'like', 'surgeon', 'mend', 'broken', 'heart', 'meticulously', 'without', 'passion']",1
337,"['sadly', 'garth', 'progressed', 'nicely', 'wayne']",1
338,"['wit', 'empathy', 'spare', 'waydowntown', 'acknowledges', 'silent', 'scream', 'workaday', 'inertia', 'stop', 'short', 'indulging', 'character', 'striving', 'solipsism']",2
339,"['labour', 'storytelling']",1
340,"['remember', 'back', 'thriller', 'actually', 'thrilled']",1
341,"['otherwise', 'good', 'naturedness', 'mr', 'deed', 'embrace', 'sheer', 'goofiness', 'cameo', 'le', 'likely', 'new', 'york', 'celebrity', 'certainly', 'raise', 'film', 'anything', 'sandler', 'attached']",3
342,"['fails', 'fundamentally', 'every', 'conventional', 'level', 'achieves', 'kind', 'goofy', 'grandeur']",1
343,"['ho', 'hum', 'affair', 'always', 'watchable', 'yet', 'hardly', 'memorable']",2
344,"['saw', 'movie', 'well', 'probably', 'accurate', 'call', 'movie']",1
345,"['though', 'uniformly', 'well', 'acted', 'especially', 'young', 'ballesta', 'galan', 'first', 'time', 'actor', 'writer', 'director', 'achero', 'manas', 'film', 'schematic', 'obvious']",2
346,"['resurrect', 'dead', 'man', 'hard', 'copy', 'come', 'knocking']",2
347,"['idea', 'white', 'man', 'arriving', 'foreign', 'shore', 'show', 'wary', 'native', 'true', 'light', 'abhorrent', 'simplistic', 'heaven', 'quite', 'likely', 'like', 'hell']",2
348,"['hard', 'believe', 'relationship', 'like', 'holly', 'marina', 'could', 'survive', 'hothouse', 'emotion', 'teendom', 'longevity', 'get', 'inexplicable', 'characterization', 'turn', 'crassly', 'reductive']",2
349,"['movie', 'audience', 'hour', 'connect', 'neat', 'way', 'introduces', 'character', 'illuminate', 'mystery', 'sex', 'duty', 'love']",2
350,"['purport', 'hollywood', 'satire', 'wind', 'kind', 'film', 'target', 'something', 'deeper', 'engaging']",1
351,"['clever', 'nine', 'tenth']",3
352,['waterboy'],1
353,"['going', 'motion', 'zip', 'gone']",2
354,"['script', 'snazzy', 'dialogue', 'establishes', 'realistic', 'atmosphere', 'involves', 'u', 'unfolding', 'crisis', 'lazy', 'plotting', 'ensures', 'little', 'emotional', 'investment', 'pay']",2
355,"['good', 'original']",2
356,"['moviegoer', 'would', 'automatically', 'bypass', 'hip', 'hop', 'documentary', 'give', 'scratch', 'second', 'look']",4
357,"['bigelow', 'offer', 'flashy', 'twist', 'turn', 'occasionally', 'fortify', 'turgid', 'fable']",3
358,"['unsophisticated', 'sci', 'fi', 'drama', 'take', 'seriously']",1
359,"['stupid', 'infantile', 'redundant', 'sloppy', 'top', 'amateurish']",0
360,"['resident', 'evil', 'come', 'taking', 'john', 'carpenter', 'ghost', 'mar', 'eliminating', 'beheading']",2
361,"['movie', 'resolutely', 'avoids', 'comic', 'possibility', 'situation', 'becomes', 'one', 'dumb', 'high', 'school', 'comedy', 'sex', 'gag', 'prom', 'date']",0
362,"['without', 'sex', 'wonderful', 'tale', 'love', 'destiny', 'told', 'well', 'master', 'storyteller']",4
363,"['though', 'go', 'anyone', 'seen', 'hunger', 'cat', 'people', 'find', 'little', 'new', 'tasty', 'performance', 'vincent', 'gallo', 'lift', 'tale', 'cannibal', 'lust', 'ordinary']",3
364,"['terrific', 'date', 'movie', 'whatever', 'orientation']",3
365,"['expectation', 'laughter', 'quashed', 'whatever', 'obscenity', 'hand', 'even', 'funniest', 'idea', 'funny']",0
366,"['make', 'movie', 'depth', 'man', 'lacked']",1
367,"['translation', 'need', 'try', 'hard']",1
368,"['frailty', 'offer', 'chill', 'much', 'like', 'get', 'sitting', 'around', 'campfire', 'around', 'midnight', 'telling', 'creepy', 'story', 'give', 'willies']",4
369,"['le', 'front', 'loaded', 'shapely', 'two', 'hour', 'version', 'released']",2
370,"['ambitious', 'movie', 'like', 'shiner', 'organizing', 'big', 'fight', 'pull', 'enough', 'effect', 'make', 'one', 'come']",4
371,"['movie', 'suck', 'despite', 'flaw', 'heaven', 'one', 'beast']",4
372,"['well', 'written', 'directed', 'brutal', 'honesty', 'respect', 'audience']",4
373,"['twenty', 'year', 'first', 'release', 'e', 'remains', 'wondrous', 'hollywood', 'fantasy', 'apex', 'steven', 'spielberg', 'misunderstood', 'career']",4
374,"['gooding', 'offer', 'desperately', 'ingratiating', 'performance']",1
375,"['stumble', 'every', 'cheap', 'trick', 'book', 'trying', 'make', 'outrage', 'come', 'even', 'easier']",1
376,"['nicely', 'combine', 'enigmatic', 'feature', 'memento', 'hallucinatory', 'drug', 'culture', 'requiem', 'dream']",3
377,"['every', 'individual', 'see', 'movie', 'prism', 'belief', 'prejudice', 'one', 'thing', 'take', 'away', 'sense', 'peace', 'possible']",4
378,"['bunch', 'good', 'actor', 'flailing', 'around', 'caper', 'neither', 'original', 'terribly', 'funny']",0
379,"['ill', 'conceived', 'expensive', 'project', 'wind', 'looking', 'like', 'bunch', 'talented', 'thesps', 'slumming']",0
380,"['broder', 'screenplay', 'shallow', 'offensive', 'redundant', 'pitifully', 'real', 'laugh']",1
381,"['leguizamo', 'jones', 'excellent', 'rest', 'cast', 'uniformly', 'superb']",4
382,"['trying', 'figure', 'rule', 'country', 'bear', 'universe', 'bear', 'bear', 'like', 'human', 'hairier', 'would', 'tax', 'einstein', 'brain']",1
383,"['feardotcom', 'making', 'interesting', 'meditation', 'ethereal', 'nature', 'internet', 'otherworldly', 'energy', 'could', 'channel', 'simply', 'becomes', 'routine', 'shocker']",2
384,"['delia', 'greta', 'paula', 'rank', 'three', 'multilayered', 'sympathetic', 'female', 'character', 'year']",4
385,"['beauty', 'alexander', 'payne', 'ode', 'everyman', 'detail']",3
386,"['town', 'kind', 'authentic', 'feel', 'one', 'people', 'stand', 'everybody', 'else', 'background', 'seems', 'manufactured', 'artificial']",1
387,"['julie', 'davis', 'kathie', 'lee', 'gifford', 'film', 'director', 'sadly', 'proving', 'ego', 'always', 'go', 'hand', 'hand', 'talent']",1
388,"['much', 'credit', 'must', 'given', 'water', 'camera', 'operating', 'team', 'king', 'sonny', 'miller', 'michael', 'stewart']",3
389,"['film', 'aussie', 'david', 'caesar', 'channel', 'quite', 'dead', 'career', 'guy', 'ritchie']",2
390,"['averse', 'usually', 'feel', 'good', 'follow', 'dream', 'hollywood', 'fantasy', 'one', 'got']",4
391,"['maybe', 'formula', 'filmmaking', 'nothing', 'wrong', 'film', 'well', 'crafted', 'one']",3
392,"['would', 'laugh', 'tuba', 'playing', 'dwarf', 'rolled', 'hill', 'trash']",2
393,"['loses', 'sense', 'humor', 'vat', 'failed', 'joke', 'twitchy', 'acting', 'general', 'boorishness']",0
394,"['misty', 'eyed', 'southern', 'nostalgia', 'piece', 'treading', 'line', 'sappy', 'sanguine', 'wind', 'mired', 'tear', 'drenched', 'quicksand']",1
395,"['oblivious', 'existence', 'film', 'would', 'sweet', 'indeed']",1
396,"['despite', 'flaw', 'belinsky', 'still', 'able', 'create', 'engaging', 'story', 'keep', 'guessing', 'almost', 'every', 'turn']",3
397,"['porn', 'film', 'without', 'sex', 'scene']",2
398,"['movie', 'play', 'cartoon', 'obvious', 'strength', 'snazziness', 'neglecting', 'le', 'conspicuous', 'writing', 'strength']",2
399,"['notwithstanding', 'problem', 'movie', 'final', 'half', 'hour', 'going', 'recommend', 'secretary', 'based', 'wonderful', 'acting', 'clinic', 'put', 'spader', 'gyllenhaal', 'also', 'unique', 'way', 'shainberg', 'go', 'telling', 'heart', 'sweet', 'little', 'girl']",3
400,"['despite', 'slick', 'production', 'value', 'director', 'roger', 'michell', 'tick', 'tock', 'pacing', 'final', 'effect', 'like', 'two', 'guy', 'yelling', 'face', 'two', 'hour']",1
401,"['barbershop', 'good', 'hearted', 'ensemble', 'comedy', 'variety', 'quirky', 'character', 'engaging', 'story']",3
402,"['soulless', 'jumble', 'ineptly', 'assembled', 'cliche', 'pabulum', 'play', 'like', 'minute', 'commercial', 'nba', 'property']",1
403,"['ambitious', 'serious', 'film', 'manages', 'virtually', 'everything', 'wrong', 'sitting', 'something', 'akin', 'act', 'cinematic', 'penance']",2
404,"['consistently', 'clever', 'suspenseful']",4
405,"['soderbergh', 'skim', 'fat', 'film']",3
406,"['hilarious', 'musical', 'comedy', 'though', 'stymied', 'accent', 'thick', 'mud']",2
407,"['movie', 'like', 'guy', 'film', 'criticism', 'considered', 'work']",1
408,"['anyone', 'suffers', 'film', 'deserves', 'least', 'big', 'box', 'consolation', 'candy']",0
409,['bearable'],2
410,"['cremaster', 'tough', 'pill', 'swallow', 'minor', 'miracle', 'self', 'expression']",3
411,"['kouyate', 'elicits', 'strong', 'performance', 'cast', 'delivers', 'powerful', 'commentary', 'government', 'lie', 'matter', 'run']",3
412,"['see', 'performance', 'nothing', 'else']",3
413,"['asylum', 'material', 'gripping', 'scene', 'jia', 'family']",4
414,"['walked', 'away', 'new', 'version', 'e', 'hoped', 'would', 'moist', 'eye']",4
415,"['attal', 'push', 'hard', 'make', 'comedy', 'serious', 'drama']",0
416,"['play', 'like', 'corny', 'television', 'production', 'bygone', 'era']",1
417,"['powerful', 'though', 'flawed', 'movie', 'guaranteed', 'put', 'lump', 'throat', 'reaffirming', 'washington', 'possibly', 'best', 'actor', 'working', 'movie', 'today']",4
